Image,Emotion,EAR,PupilSize
archive/train\happy\im1413.png,happy,0.4271202233643062,0.29734543502659444
archive/train\happy\im1415.png,happy,0.25184285124078176,0.6717687074829932
archive/train\happy\im1416.png,happy,0.1716612207111583,0.6225
archive/train\happy\im1417.png,happy,0.44189870849726026,0.33055555555555555
archive/train\happy\im1418.png,happy,0.2394516374774624,0.38095238095238093
archive/train\happy\im1419.png,happy,0.22351637575093905,0.7759029927760578
archive/train\happy\im1421.png,happy,0.28444742713678317,0.39069264069264065
archive/train\happy\im1423.png,happy,0.3394819242698155,0.37104166666666666
archive/train\happy\im1425.png,happy,0.26089009903673754,0.6574754901960784
archive/train\happy\im1427.png,happy,0.29478303699248704,0.0
archive/train\happy\im1428.png,happy,0.29435460181985423,0.9533333333333334
archive/train\happy\im1429.png,happy,0.3331602464338396,0.5157407407407407
archive/train\happy\im143.png,happy,0.2674940999758193,0.3070588235294118
archive/train\happy\im1430.png,happy,0.13767795735342053,0.319078947368421
archive/train\happy\im1431.png,happy,0.32926077709842555,0.12017857142857144
archive/train\happy\im1432.png,happy,0.32146936551716854,0.061111111111111116
archive/train\happy\im1433.png,happy,0.21195652173913043,0.5346491228070176
archive/train\happy\im1434.png,happy,0.19841026436335024,0.06666666666666667
archive/train\happy\im1436.png,happy,0.33497579632872587,0.06409897292250233
archive/train\happy\im1437.png,happy,0.3089175608400615,0.2695578231292517
archive/train\happy\im1438.png,happy,0.19703178627946522,0.1392156862745098
archive/train\happy\im144.png,happy,0.29324995732925585,0.14661654135338345
archive/train\happy\im1440.png,happy,0.13791099926356654,0.316374269005848
archive/train\happy\im1442.png,happy,0.2988779920802448,0.2470848595848596
archive/train\happy\im1443.png,happy,0.3154524117732714,0.03869047619047619
archive/train\happy\im1444.png,happy,0.40211183007653895,0.08446969696969697
archive/train\happy\im1446.png,happy,0.22193017556687566,0.0
archive/train\happy\im1447.png,happy,0.357485845826074,0.2837823725981621
archive/train\happy\im1449.png,happy,0.23035022137995853,0.10416666666666666
archive/train\happy\im145.png,happy,0.26103538147193356,0.05979437229437229
archive/train\happy\im1450.png,happy,0.20626564721112062,0.153125
archive/train\happy\im1451.png,happy,0.3051469589907324,0.34509803921568627
archive/train\happy\im1452.png,happy,0.17363855795683525,0.027777777777777776
archive/train\happy\im1455.png,happy,0.28740996737856794,0.0
archive/train\happy\im1457.png,happy,0.19406376778806259,0.3028711484593838
archive/train\happy\im1458.png,happy,0.35585959908334525,0.39375
archive/train\happy\im1459.png,happy,0.3510640358083471,0.057539682539682536
archive/train\happy\im146.png,happy,0.3035033605076414,0.004201680672268907
archive/train\happy\im1460.png,happy,0.30651541705148383,0.4879201680672269
archive/train\happy\im1461.png,happy,0.21248876353261925,0.0
archive/train\happy\im1462.png,happy,0.2669913264495323,0.5833333333333333
archive/train\happy\im1463.png,happy,0.3206525741071811,0.1127104377104377
archive/train\happy\im1464.png,happy,0.21911660672129768,0.04605263157894737
archive/train\happy\im1465.png,happy,0.33027945316197316,0.0
archive/train\happy\im1466.png,happy,0.30016360330638614,0.10528752436647174
archive/train\happy\im1467.png,happy,0.39825065237677343,0.23236794717887155
archive/train\happy\im1468.png,happy,0.30221531047676087,0.0
archive/train\happy\im1469.png,happy,0.370126928276572,0.0
archive/train\happy\im1470.png,happy,0.14642138051797848,0.02
archive/train\happy\im1471.png,happy,0.26134590339581076,0.1184885290148448
archive/train\happy\im1474.png,happy,0.1059860804677456,0.027777777777777776
archive/train\happy\im1477.png,happy,0.280360896267735,0.01984126984126984
archive/train\happy\im1479.png,happy,0.2440078690257692,0.7718954248366012
archive/train\happy\im148.png,happy,0.20542534460159845,0.05236842105263158
archive/train\happy\im1480.png,happy,0.22729384956077026,0.0
archive/train\happy\im1481.png,happy,0.26741178789426356,0.8844720496894409
archive/train\happy\im1482.png,happy,0.2016339137944001,0.45465367965367964
archive/train\happy\im1483.png,happy,0.32186347920573044,0.17880485527544349
archive/train\happy\im1485.png,happy,0.1918502243059694,0.25217391304347825
archive/train\happy\im1486.png,happy,0.34540812346018784,0.4420721187025535
archive/train\happy\im1487.png,happy,0.3440982530973429,0.0779030910609858
archive/train\happy\im1488.png,happy,0.41869658462012127,0.04743083003952569
archive/train\happy\im1489.png,happy,0.2561504752194531,0.0
archive/train\happy\im149.png,happy,0.2846760205416975,0.14548872180451128
archive/train\happy\im1491.png,happy,0.26116470729127794,0.1633522727272727
archive/train\happy\im1492.png,happy,0.2537386735604247,0.0
archive/train\happy\im1493.png,happy,0.2879462342324491,0.8541666666666667
archive/train\happy\im1496.png,happy,0.26434469911832764,0.4967032967032967
archive/train\happy\im1498.png,happy,0.2778250171966534,0.34398496240601506
archive/train\happy\im1499.png,happy,0.31017226526757424,0.16796729840208102
archive/train\happy\im15.png,happy,0.22997774745550054,0.013827270038450162
archive/train\happy\im1500.png,happy,0.29354931435620524,0.21296296296296297
archive/train\happy\im1501.png,happy,0.20629806036340625,0.5907142857142857
archive/train\happy\im1502.png,happy,0.237454751262886,0.4842105263157894
archive/train\happy\im1503.png,happy,0.28219968613927787,0.3941798941798942
archive/train\happy\im1504.png,happy,0.36778693890919184,0.5523672462406015
archive/train\happy\im1505.png,happy,0.4599753989791827,0.15037393162393162
archive/train\happy\im1506.png,happy,0.16308680816261667,0.44901315789473684
archive/train\happy\im1508.png,happy,0.24468485956451896,0.01984126984126984
archive/train\happy\im1509.png,happy,0.370126928276572,0.0
archive/train\happy\im151.png,happy,0.27977206529041,0.01875
archive/train\happy\im1510.png,happy,0.39325584667219676,0.2657738095238095
archive/train\happy\im1511.png,happy,0.277343754471094,0.003125
archive/train\happy\im1512.png,happy,0.18957066103194256,0.08956128747795414
archive/train\happy\im1513.png,happy,0.31755844580664105,0.0
archive/train\happy\im1514.png,happy,0.222811816865421,0.8222990777338604
archive/train\happy\im1515.png,happy,0.24937964877624863,0.17006802721088435
archive/train\happy\im1516.png,happy,0.2648293550152427,0.16125541125541126
archive/train\happy\im1518.png,happy,0.3392414152492039,0.005555555555555556
archive/train\happy\im1519.png,happy,0.26046431140290355,0.5428571428571428
archive/train\happy\im1520.png,happy,0.368462327985416,0.26917032163742693
archive/train\happy\im1521.png,happy,0.358616135138184,0.03007518796992481
archive/train\happy\im1522.png,happy,0.3802948923400457,0.4774138904573687
archive/train\happy\im1524.png,happy,0.27893920896731816,0.9780701754385965
archive/train\happy\im1525.png,happy,0.27118470365492453,0.0
archive/train\happy\im1526.png,happy,0.20958843976786146,0.053418803418803416
archive/train\happy\im1527.png,happy,0.27420463293256325,0.02040816326530612
archive/train\happy\im1528.png,happy,0.1461784765494294,0.0
archive/train\happy\im1529.png,happy,0.24078490795477775,0.20754901960784317
archive/train\happy\im153.png,happy,0.20015415901473804,0.19395424836601305
archive/train\happy\im1530.png,happy,0.43851320089414597,0.0567689885871704
archive/train\happy\im1531.png,happy,0.2624596338486219,0.10311624649859943
archive/train\happy\im1532.png,happy,0.2876808245399928,0.6441043083900226
archive/train\happy\im1533.png,happy,0.3156811126695186,0.0
archive/train\happy\im1534.png,happy,0.2923205124270727,0.15714285714285714
archive/train\happy\im1536.png,happy,0.28401436874505487,0.4085782638414217
archive/train\happy\im1537.png,happy,0.25843698899203565,0.43256302521008405
archive/train\happy\im1538.png,happy,0.26218837861062405,0.0
archive/train\happy\im1539.png,happy,0.28621132197188903,0.297827903091061
archive/train\happy\im1540.png,happy,0.31644566404535013,0.8387998982964657
archive/train\happy\im1541.png,happy,0.4030459139109578,0.2954545454545454
archive/train\happy\im1542.png,happy,0.31283063443928716,0.07845849802371542
archive/train\happy\im1543.png,happy,0.1631525391919057,0.11607142857142858
archive/train\happy\im1544.png,happy,0.26390084364112226,0.304421768707483
archive/train\happy\im1545.png,happy,0.3565336939636871,0.5160818713450293
archive/train\happy\im1546.png,happy,0.12344687897799936,0.1588235294117647
archive/train\happy\im1547.png,happy,0.33137073853799515,0.07619463869463869
archive/train\happy\im1548.png,happy,0.23708198559718602,0.24821428571428572
archive/train\happy\im1549.png,happy,0.25327725701755416,0.17666078777189886
archive/train\happy\im155.png,happy,0.2587971160215019,0.5640909090909092
archive/train\happy\im1550.png,happy,0.24605564427572396,0.0
archive/train\happy\im1551.png,happy,0.18913758922866364,0.4641176470588235
archive/train\happy\im1553.png,happy,0.4314139378457419,0.04310966810966811
archive/train\happy\im1554.png,happy,0.26221410261569145,0.030952380952380953
archive/train\happy\im1555.png,happy,0.23890967972563348,0.5701406293511557
archive/train\happy\im1556.png,happy,0.3477846367259734,0.5950640490114174
archive/train\happy\im1557.png,happy,0.21904985838078214,0.32575757575757575
archive/train\happy\im1558.png,happy,0.27014025262929364,0.36224489795918363
archive/train\happy\im1560.png,happy,0.29308207304827466,0.1028138528138528
archive/train\happy\im1561.png,happy,0.2513210170018407,0.12604166666666666
archive/train\happy\im1562.png,happy,0.28320828670629905,0.6327450980392157
archive/train\happy\im1563.png,happy,0.28863457380651214,0.16594611528822056
archive/train\happy\im1564.png,happy,0.22595077666216928,0.6023148148148147
archive/train\happy\im1565.png,happy,0.26429539134291985,0.5909090909090909
archive/train\happy\im1566.png,happy,0.2996406638395976,0.7549208603896104
archive/train\happy\im1567.png,happy,0.2807399637800885,0.03333333333333333
archive/train\happy\im1568.png,happy,0.2592225302935485,0.3310846560846561
archive/train\happy\im157.png,happy,0.3887661241134742,0.0234375
archive/train\happy\im1570.png,happy,0.2899894224778709,0.03508771929824561
archive/train\happy\im1571.png,happy,0.30995036751852634,0.2768796992481203
archive/train\happy\im1572.png,happy,0.3136733505061248,0.2982954545454546
archive/train\happy\im1573.png,happy,0.29213865124252947,0.22083333333333333
archive/train\happy\im1574.png,happy,0.34790914152566177,0.0
archive/train\happy\im1575.png,happy,0.37876291039415066,0.2694819548267824
archive/train\happy\im1576.png,happy,0.2592225302935485,0.3310846560846561
archive/train\happy\im1577.png,happy,0.41561965294786485,0.809640522875817
archive/train\happy\im158.png,happy,0.21078472575005905,0.4192546583850932
archive/train\happy\im1580.png,happy,0.19439997575486218,0.0
archive/train\happy\im1581.png,happy,0.33796295651032493,0.16111111111111112
archive/train\happy\im1582.png,happy,0.33085757394239457,0.1661111111111111
archive/train\happy\im1583.png,happy,0.2534229128018398,0.04775132275132275
archive/train\happy\im1584.png,happy,0.22075122142154738,0.0
archive/train\happy\im1585.png,happy,0.23645023148277294,0.07973057644110276
archive/train\happy\im1587.png,happy,0.3259530550816921,0.5322705314009661
archive/train\happy\im1588.png,happy,0.43239216541351716,0.15516294458229943
archive/train\happy\im1589.png,happy,0.26350233122210015,0.0
archive/train\happy\im159.png,happy,0.20604898769147603,0.10119047619047619
archive/train\happy\im1592.png,happy,0.4061615709565676,0.032393790849673205
archive/train\happy\im1593.png,happy,0.24029936630361318,0.9674329501915708
archive/train\happy\im1594.png,happy,0.3665452444755653,0.05759803921568628
archive/train\happy\im1596.png,happy,0.34752947634642495,0.4973086124401914
archive/train\happy\im1597.png,happy,0.10170491462826046,0.9229166666666666
archive/train\happy\im1598.png,happy,0.2915771778080787,0.2894248608534323
archive/train\happy\im1599.png,happy,0.22760717391765145,0.007575757575757576
archive/train\happy\im16.png,happy,0.2727937211380118,0.0
archive/train\happy\im160.png,happy,0.2659901406799441,0.3869047619047619
archive/train\happy\im1601.png,happy,0.25168689360051233,0.021541950113378686
archive/train\happy\im1602.png,happy,0.2817984726678926,0.016233766233766232
archive/train\happy\im1603.png,happy,0.3265449147761602,0.1286300505050505
archive/train\happy\im1604.png,happy,0.295852101215376,0.11921768707482994
archive/train\happy\im1605.png,happy,0.2210178871795845,0.03409090909090909
archive/train\happy\im1606.png,happy,0.25885873392372394,0.005208333333333333
archive/train\happy\im1607.png,happy,0.2516176538512937,0.03571428571428571
archive/train\happy\im1608.png,happy,0.43148248074610934,0.008547008547008548
archive/train\happy\im1609.png,happy,0.1507072174762789,0.6325396825396825
archive/train\happy\im161.png,happy,0.10746325635253028,0.021739130434782608
archive/train\happy\im1611.png,happy,0.27590845826097354,0.5
archive/train\happy\im1614.png,happy,0.36126810957061495,0.06997354497354497
archive/train\happy\im1615.png,happy,0.30424825910022346,0.02408008658008658
archive/train\happy\im1616.png,happy,0.30123564345795584,0.15145502645502645
archive/train\happy\im1617.png,happy,0.40459900389564296,0.0
archive/train\happy\im1618.png,happy,0.27713879275563236,0.1302913752913753
archive/train\happy\im1619.png,happy,0.2727666400182726,0.2421590909090909
archive/train\happy\im1620.png,happy,0.2953914024577108,0.31865079365079363
archive/train\happy\im1621.png,happy,0.2864195128106719,0.164021164021164
archive/train\happy\im1622.png,happy,0.27748000216795826,0.22678571428571428
archive/train\happy\im1623.png,happy,0.26030275757268384,0.17154605263157893
archive/train\happy\im1626.png,happy,0.25502700676443,0.06547619047619048
archive/train\happy\im1628.png,happy,0.30504142809466606,0.0
archive/train\happy\im1629.png,happy,0.25926902592399725,0.5722077922077922
archive/train\happy\im163.png,happy,0.23620063951295778,0.14285714285714285
archive/train\happy\im1630.png,happy,0.2910784375325397,0.4014756944444444
archive/train\happy\im1631.png,happy,0.24501449544948578,0.06432748538011696
archive/train\happy\im1632.png,happy,0.2006782001647971,0.39049011417432467
archive/train\happy\im1634.png,happy,0.3575472848723118,0.6643382352941176
archive/train\happy\im1635.png,happy,0.34099684376151296,0.003125
archive/train\happy\im1636.png,happy,0.23311126094471618,0.6263656977942692
archive/train\happy\im1637.png,happy,0.22697823130404843,0.2232142857142857
archive/train\happy\im1638.png,happy,0.38614448952041447,0.0
archive/train\happy\im1639.png,happy,0.18119266284085672,0.3556818181818182
archive/train\happy\im164.png,happy,0.39537994703497653,0.0
archive/train\happy\im1640.png,happy,0.3335523498532875,0.04791666666666667
archive/train\happy\im1641.png,happy,0.2040184580657815,0.24323062558356676
archive/train\happy\im1643.png,happy,0.3355921601610248,0.3051587301587302
archive/train\happy\im1644.png,happy,0.20154702614658365,0.16696428571428573
archive/train\happy\im1645.png,happy,0.24646687401738304,0.0
archive/train\happy\im1646.png,happy,0.26063003932233375,0.07941176470588235
archive/train\happy\im1647.png,happy,0.27672537477187126,0.7833333333333333
archive/train\happy\im1648.png,happy,0.35916908964720085,0.19486531986531988
archive/train\happy\im1650.png,happy,0.32720727313872167,0.4767521367521368
archive/train\happy\im1652.png,happy,0.3020700358843912,0.3150162337662338
archive/train\happy\im1653.png,happy,0.198058067569092,0.0
archive/train\happy\im1654.png,happy,0.29738176829937124,0.3352272727272727
archive/train\happy\im1655.png,happy,0.2220856552602118,0.02222222222222222
archive/train\happy\im1656.png,happy,0.16575930546249842,0.119375
archive/train\happy\im1657.png,happy,0.30162202338270555,0.07140700483091787
archive/train\happy\im1658.png,happy,0.20118880070945017,0.0713579898362507
archive/train\happy\im1659.png,happy,0.34288342934819505,0.21244747899159666
archive/train\happy\im166.png,happy,0.31792785498071496,0.20843776106934
archive/train\happy\im1661.png,happy,0.25496881122750914,0.038461538461538464
archive/train\happy\im1662.png,happy,0.21047269190706858,0.1882936507936508
archive/train\happy\im1663.png,happy,0.3216220499335518,0.060041407867494824
archive/train\happy\im1664.png,happy,0.30994026375685096,0.21505970809376382
archive/train\happy\im1665.png,happy,0.3149276902124231,0.36495535714285715
archive/train\happy\im1666.png,happy,0.3694844447999256,0.11215277777777777
archive/train\happy\im1667.png,happy,0.2322582177563025,0.01764705882352941
archive/train\happy\im1669.png,happy,0.34983634755342696,0.24074074074074073
archive/train\happy\im167.png,happy,0.24154306851853077,0.11510854341736694
archive/train\happy\im1670.png,happy,0.2758460917155116,0.026785714285714284
archive/train\happy\im1671.png,happy,0.3834143428209914,0.13257998040606736
archive/train\happy\im1672.png,happy,0.27011014049324233,0.18095238095238095
archive/train\happy\im1673.png,happy,0.23142575026199835,0.44107142857142856
archive/train\happy\im1675.png,happy,0.37119247708346825,0.14875730994152048
archive/train\happy\im1676.png,happy,0.28485347475854905,0.2693452380952381
archive/train\happy\im1677.png,happy,0.2822275938089157,0.21794871794871795
archive/train\happy\im1678.png,happy,0.2727496104093555,0.0
archive/train\happy\im1679.png,happy,0.17396854851504434,0.5823863636363635
archive/train\happy\im168.png,happy,0.22780943554175936,0.07971014492753623
archive/train\happy\im1680.png,happy,0.33245622906475736,0.35854341736694684
archive/train\happy\im1681.png,happy,0.34800517228129946,0.130239898989899
archive/train\happy\im1682.png,happy,0.3663384870066897,0.07246376811594203
archive/train\happy\im1683.png,happy,0.21497337707678194,0.37563025210084033
archive/train\happy\im1684.png,happy,0.30053237121642595,0.18342391304347827
archive/train\happy\im1685.png,happy,0.24157059497844424,0.2006578947368421
archive/train\happy\im1686.png,happy,0.29075294781825023,0.09274891774891775
archive/train\happy\im1687.png,happy,0.31164377076000194,0.09427521008403361
archive/train\happy\im1689.png,happy,0.23739462740562375,0.33249791144527985
archive/train\happy\im169.png,happy,0.1881771426578548,0.5944444444444444
archive/train\happy\im1690.png,happy,0.24337946343712938,0.29166666666666663
archive/train\happy\im1692.png,happy,0.36044971246042057,0.10456349206349207
archive/train\happy\im1693.png,happy,0.2794481756491755,0.0
archive/train\happy\im1694.png,happy,0.37781929878354836,0.13151041666666669
archive/train\happy\im1695.png,happy,0.3757087702630194,0.1859227728792946
archive/train\happy\im1696.png,happy,0.35459465615701946,0.03409090909090909
archive/train\happy\im1697.png,happy,0.2541462786867999,0.3015376984126984
archive/train\happy\im1698.png,happy,0.3311892091232666,0.0466005291005291
archive/train\happy\im1699.png,happy,0.27621194244210645,0.11575814536340852
archive/train\happy\im17.png,happy,0.14082388178233907,0.1875
archive/train\happy\im1700.png,happy,0.3441146734791518,0.04038742690058479
archive/train\happy\im1701.png,happy,0.2773714007981979,0.041666666666666664
archive/train\happy\im1702.png,happy,0.27372512890283024,0.19649122807017544
archive/train\happy\im1703.png,happy,0.24553348963527374,0.09711779448621553
archive/train\happy\im1704.png,happy,0.27860116293637377,0.042606516290726815
archive/train\happy\im1706.png,happy,0.2872100289444436,0.1514202172096909
archive/train\happy\im1707.png,happy,0.3827049043358638,0.09000721500721501
archive/train\happy\im1709.png,happy,0.14230668005520072,0.19230769230769232
archive/train\happy\im171.png,happy,0.2768497566344778,0.06359989648033126
archive/train\happy\im1710.png,happy,0.34230326591614596,0.20051256613756613
archive/train\happy\im1712.png,happy,0.38366365869463265,0.07826086956521738
archive/train\happy\im1713.png,happy,0.3387931094365947,0.1638621794871795
archive/train\happy\im1714.png,happy,0.13900862900288546,0.0
archive/train\happy\im1715.png,happy,0.3055317490328594,0.3925619834710744
archive/train\happy\im1716.png,happy,0.2945619238442124,0.008522727272727272
archive/train\happy\im1717.png,happy,0.18354634552028212,0.037037037037037035
archive/train\happy\im1719.png,happy,0.31234908576868137,0.23189484126984128
archive/train\happy\im172.png,happy,0.2396760797533716,0.6984126984126984
archive/train\happy\im1720.png,happy,0.14007995868830303,0.0
archive/train\happy\im1721.png,happy,0.364191370054868,0.020454545454545454
archive/train\happy\im1722.png,happy,0.3203200981434432,0.09285714285714286
archive/train\happy\im1724.png,happy,0.33354563417660427,0.10476190476190476
archive/train\happy\im1727.png,happy,0.3475380664483043,0.14812599681020733
archive/train\happy\im1728.png,happy,0.3172513153190546,0.24089209401709402
archive/train\happy\im1729.png,happy,0.37206351946469424,0.0900735294117647
archive/train\happy\im173.png,happy,0.4159575199447746,0.42955882352941177
archive/train\happy\im1731.png,happy,0.3545669156163082,0.11542397660818714
archive/train\happy\im1732.png,happy,0.4630124528987868,0.0
archive/train\happy\im1733.png,happy,0.26276114144519924,0.6243197278911565
archive/train\happy\im1734.png,happy,0.41580968566722,0.0798611111111111
archive/train\happy\im1735.png,happy,0.2561504752194531,0.0
archive/train\happy\im1736.png,happy,0.22972833595536357,0.6055555555555556
archive/train\happy\im1737.png,happy,0.29481868307406833,0.5084978070175439
archive/train\happy\im1738.png,happy,0.3288649117707545,0.8276515151515151
archive/train\happy\im1739.png,happy,0.2569299385468543,0.07213438735177866
archive/train\happy\im1740.png,happy,0.26470368483032913,0.14673992673992675
archive/train\happy\im1741.png,happy,0.29203670885298216,0.09717261904761905
archive/train\happy\im1742.png,happy,0.2839203792488705,0.1423611111111111
archive/train\happy\im1743.png,happy,0.31472690110593415,0.08101851851851852
archive/train\happy\im1744.png,happy,0.35475758034120736,0.3062804068996019
archive/train\happy\im1745.png,happy,0.31665871171508675,0.40714285714285714
archive/train\happy\im1746.png,happy,0.25565976357569453,0.12083333333333332
archive/train\happy\im1747.png,happy,0.4315541371721982,0.9702380952380952
archive/train\happy\im1748.png,happy,0.2048337978002509,0.7194736842105263
archive/train\happy\im1749.png,happy,0.1372551655841353,0.055
archive/train\happy\im1751.png,happy,0.345440424376322,0.0
archive/train\happy\im1752.png,happy,0.39537627875076437,0.12003968253968253
archive/train\happy\im1753.png,happy,0.3043118625185067,0.03888888888888889
archive/train\happy\im1754.png,happy,0.3155987296466677,0.13505291005291004
archive/train\happy\im1756.png,happy,0.29080012925035104,0.11603613777526821
archive/train\happy\im1757.png,happy,0.4102353324910547,0.015873015873015872
archive/train\happy\im1758.png,happy,0.375753317469222,0.0
archive/train\happy\im1759.png,happy,0.2701456890609293,0.32316017316017315
archive/train\happy\im176.png,happy,0.32943600427383213,0.4528318903318903
archive/train\happy\im1761.png,happy,0.2705991006022124,0.0710239651416122
archive/train\happy\im1762.png,happy,0.21209654203390862,0.04620215311004784
archive/train\happy\im1763.png,happy,0.33459839006898545,0.0
archive/train\happy\im1764.png,happy,0.2557580240462946,0.2884126984126984
archive/train\happy\im1765.png,happy,0.2566617827479042,0.06291172595520422
archive/train\happy\im1766.png,happy,0.2018275649237462,0.18412698412698414
archive/train\happy\im1767.png,happy,0.41045028305443704,0.0
archive/train\happy\im1768.png,happy,0.2671614489913416,0.008555194805194805
archive/train\happy\im177.png,happy,0.46672704834211465,0.14653061224489797
archive/train\happy\im1770.png,happy,0.33382459940502573,0.055288461538461536
archive/train\happy\im1771.png,happy,0.19866424565233604,0.22916666666666666
archive/train\happy\im1772.png,happy,0.3030292855363176,0.42016806722689076
archive/train\happy\im1773.png,happy,0.19784750736451995,0.6082251082251082
archive/train\happy\im1774.png,happy,0.3823078774841292,0.15981392557022808
archive/train\happy\im1776.png,happy,0.25129346472164416,0.1125
archive/train\happy\im1777.png,happy,0.23325275958289213,0.17592592592592593
archive/train\happy\im1778.png,happy,0.2521438956664422,0.0
archive/train\happy\im1779.png,happy,0.2665964142625873,0.030330882352941176
archive/train\happy\im178.png,happy,0.12447537791552257,0.02976190476190476
archive/train\happy\im1780.png,happy,0.287333308795486,0.40095029239766083
archive/train\happy\im1781.png,happy,0.1040449528218472,0.0
archive/train\happy\im1782.png,happy,0.38262689038174513,0.5136363636363637
archive/train\happy\im1783.png,happy,0.2812676950036772,0.0
archive/train\happy\im1784.png,happy,0.2524846966487931,0.017045454545454544
archive/train\happy\im1785.png,happy,0.2512712843282013,0.09530443756449948
archive/train\happy\im1787.png,happy,0.3202167938513023,0.2191468253968254
archive/train\happy\im1789.png,happy,0.441767553685535,0.18362573099415203
archive/train\happy\im179.png,happy,0.36916051591349075,0.009868421052631578
archive/train\happy\im1790.png,happy,0.33748016904054035,0.0
archive/train\happy\im1791.png,happy,0.3095170963248357,0.23530844155844155
archive/train\happy\im1792.png,happy,0.31060824537897547,0.9392857142857143
archive/train\happy\im1794.png,happy,0.30394504816259893,0.802248023715415
archive/train\happy\im1795.png,happy,0.301958443865121,0.39115259740259745
archive/train\happy\im1796.png,happy,0.27511906719292956,0.1920955882352941
archive/train\happy\im1798.png,happy,0.32766412104564147,0.2544642857142857
archive/train\happy\im1799.png,happy,0.312238794534481,0.29520358868184954
archive/train\happy\im180.png,happy,0.201003493067773,0.1375
archive/train\happy\im1800.png,happy,0.2551854782550855,0.34116541353383456
archive/train\happy\im1801.png,happy,0.22909159991725359,0.0
archive/train\happy\im1802.png,happy,0.22732677321346728,0.17017543859649123
archive/train\happy\im1803.png,happy,0.30864500577098675,0.18206521739130435
archive/train\happy\im1804.png,happy,0.2926830901217023,0.02671957671957672
archive/train\happy\im1805.png,happy,0.24379804061918864,0.43044217687074826
archive/train\happy\im1806.png,happy,0.19694334925199042,0.11090686274509803
archive/train\happy\im1807.png,happy,0.2391619191300497,0.1631578947368421
archive/train\happy\im1808.png,happy,0.29750678751211174,0.11847103513770181
archive/train\happy\im1809.png,happy,0.31018987550196453,0.42544642857142856
archive/train\happy\im181.png,happy,0.3315118801762579,0.20686026936026936
archive/train\happy\im1810.png,happy,0.20013905911502977,0.4027376575630252
archive/train\happy\im1811.png,happy,0.339099516048527,0.40363247863247864
archive/train\happy\im1812.png,happy,0.24950617529394425,0.004901960784313725
archive/train\happy\im1813.png,happy,0.2794746281301128,0.5060866451843895
archive/train\happy\im1814.png,happy,0.33487115338107803,0.2109481292517007
archive/train\happy\im1815.png,happy,0.3956909951371821,0.08496732026143791
archive/train\happy\im1818.png,happy,0.2276962255919388,0.3547619047619047
archive/train\happy\im1819.png,happy,0.11266355625131087,0.2621212121212121
archive/train\happy\im182.png,happy,0.20747889064307246,0.1275703463203463
archive/train\happy\im1820.png,happy,0.33494633585485667,0.0
archive/train\happy\im1822.png,happy,0.3723391308957109,0.4639985380116959
archive/train\happy\im1823.png,happy,0.26013469674387757,0.06281512605042017
archive/train\happy\im1824.png,happy,0.35640607562422516,0.0830357142857143
archive/train\happy\im1825.png,happy,0.4071817643749025,0.10639329805996472
archive/train\happy\im1827.png,happy,0.2523444780237668,0.24603174603174605
archive/train\happy\im1828.png,happy,0.2645978871144803,0.09730848861283643
archive/train\happy\im1829.png,happy,0.2015821471216688,0.48442265795206974
archive/train\happy\im183.png,happy,0.2686369397687616,0.8035714285714286
archive/train\happy\im1830.png,happy,0.26539514443164375,0.08322510822510822
archive/train\happy\im1831.png,happy,0.25426693371168774,0.0
archive/train\happy\im1832.png,happy,0.3079230248150454,0.0
archive/train\happy\im1833.png,happy,0.29785836110608177,0.006386157701947176
archive/train\happy\im1834.png,happy,0.1584763659685954,1.0
archive/train\happy\im1835.png,happy,0.23697491119774672,0.21904761904761905
archive/train\happy\im1836.png,happy,0.3516792535531996,0.0
archive/train\happy\im1837.png,happy,0.36764931571185966,0.016
archive/train\happy\im1839.png,happy,0.3382761991649819,0.2553221288515406
archive/train\happy\im184.png,happy,0.21334345316439912,0.7491228070175439
archive/train\happy\im1841.png,happy,0.22723609162147254,0.04575163398692811
archive/train\happy\im1842.png,happy,0.3252342680307727,0.018796992481203006
archive/train\happy\im1843.png,happy,0.2589708621744657,0.008771929824561403
archive/train\happy\im1844.png,happy,0.26412495537530933,1.0
archive/train\happy\im1845.png,happy,0.3808417095199531,0.0
archive/train\happy\im1846.png,happy,0.20147106553713606,0.4604700854700855
archive/train\happy\im1847.png,happy,0.26839496454347644,0.1800595238095238
archive/train\happy\im1849.png,happy,0.2547312826574266,0.0
archive/train\happy\im185.png,happy,0.3057531015807571,0.005681818181818182
archive/train\happy\im1850.png,happy,0.30608615215569557,0.11146616541353382
archive/train\happy\im1851.png,happy,0.18159999027925686,0.13596491228070173
archive/train\happy\im1852.png,happy,0.33342862414500957,0.3933080808080808
archive/train\happy\im1855.png,happy,0.29235311804316505,0.778069153069153
archive/train\happy\im1856.png,happy,0.2438749767438238,0.0125
archive/train\happy\im1858.png,happy,0.27482908913919946,0.16458333333333333
archive/train\happy\im1859.png,happy,0.23758022184542194,0.06011351909184726
archive/train\happy\im186.png,happy,0.21605770549057318,0.17842105263157895
archive/train\happy\im1860.png,happy,0.2090432303562281,0.5742592592592592
archive/train\happy\im1861.png,happy,0.41910606799073336,0.07662337662337662
archive/train\happy\im1862.png,happy,0.256637768012406,0.2542857142857143
archive/train\happy\im1864.png,happy,0.2865378864740703,0.20274170274170275
archive/train\happy\im1867.png,happy,0.20343966336119232,0.2901002506265664
